titulo,url,descricao,data_publicacao,img,fonte,positivo,negativo,neutro
"Fed, BCE e BoE devem começar ciclo de corte de juros em junho, projeta Citi ",https://valor.globo.com/financas/noticia/2024/03/20/fed-bce-e-boe-devem-comear-ciclo-de-corte-de-juros-em-junho-projeta-citi.ghtml,"        O economista do banco Nathan Sheets alerta, porém,...  ",2024-03-20 14:42:51+00:00,https://s2-valor.glbimg.com/y5l0ZMMPSE622x6Ibs_oMNsTu5c=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2019/M/r/ZURrd1Tee0LtlBoYjBwg/tesoura2.jpg,Valor,0.042769425,0.81624943,0.14098117
Inflação no Reino Unido cresce abaixo do esperado em fevereiro,https://valor.globo.com/mundo/noticia/2024/03/20/inflacao-no-reino-unido-cresce-abaixo-do-esperado-em-fevereiro.ghtml,"        O índice de preços ao consumidor subiu 3,4% em fev...  ",2024-03-20 14:40:49+00:00,https://s2-valor.glbimg.com/d-DCf27bHVXJVQHH5dU2MPthCwY=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/G/4/OmFoEvQzmFsOyAlT4Z0w/marcin-nowak-ixqtqc-f6ji-unsplash.jpg,Valor,0.04944108,0.91657823,0.033980805
"Em busca de autossuficiência em chips, governo dos EUA repassará até US$ 8,5 bi via financiamento à Intel",https://valor.globo.com/empresas/noticia/2024/03/20/em-busca-de-autossuficiencia-em-chips-governo-dos-eua-repassara-ate-us-85-bi-via-financiamento-a-intel.ghtml,"        O Congresso aprovou a Lei dos Chips em 2022, reser...  ",2024-03-20 14:27:37+00:00,https://s2-valor.glbimg.com/zUd-WNaMMkLnQTZHwU6Trqe-z8g=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2019/f/X/JgnjmWRvun4KH7sa16Yw/intellogo.jpg,Valor,0.23839271,0.13410382,0.62750345
CVM faz acordo com B3 para aproveitamento de análises de listagem,https://valor.globo.com/financas/noticia/2024/03/20/colegiado-da-cvm-aprova-acordo-com-b3-para-aproveitamento-de-anlises-de-listagem.ghtml,        Parceria prevê ainda a possibilidade de a CVM e a...  ,2024-03-20 14:18:32+00:00,https://s2-valor.glbimg.com/suehs6SCo1SKI2F1e9NMAoYStc8=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/U/o/uD7RIHSgKhtivEKWKbAw/foto07fin-201-cvm-c8.jpg,Valor,0.24338928,0.047045406,0.70956534
"'Rali de inteligência artificial ajuda a drenar liquidez de emergentes', diz André Esteves, do BTG",https://valor.globo.com/financas/noticia/2024/03/20/rali-de-inteligencia-artificial-ajuda-a-drenar-liquidez-de-emergentes-diz-andre-esteves-do-btg.ghtml,"        A plataforma digital do BTG, que atende principalm...  ",2024-03-20 14:15:21+00:00,https://s2-valor.glbimg.com/KVTrneSZDNCXLBV-DoiKHyC401o=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/1/J/ISZ1toQt6YWmgsrkbLpw/andre-esteves.jpg,Valor,0.027037537,0.9375494,0.03541313
"S&P corta nota de crédito nacional da MRV, de ‘brAA-’ para ‘brA+’, e eleva perspectiva de negativa a estável",https://valor.globo.com/empresas/noticia/2024/03/20/sandp-corta-nota-de-credito-nacional-da-mrv-de-braa-para-bra-e-eleva-perspectiva-de-negativa-a-estavel.ghtml,        Analistas afirmam que que a construtora apresentou...  ,2024-03-20 14:11:31+00:00,https://s2-valor.glbimg.com/rmZC-MIWc_WPQ4UzOxS5-lCzhek=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/6/Y/DxCwLiRTGxywEVBteLjw/sede-da-construtora-mrv-rep.jpg,Valor,0.032273557,0.93586844,0.031858042
Superintendência Geral do Cade arquiva inquérito sobre possível fechamento de mercado pela XP,https://valor.globo.com/financas/noticia/2024/03/20/superintendncia-geral-do-cade-arquiva-inqurito-sobre-possvel-fechamento-de-mercado-pela-xp.ghtml,        São terceiras interessadas no caso a EQI - Agentes...  ,2024-03-20 14:06:46+00:00,https://s2-valor.glbimg.com/D7sTs5Q5FERevjc8k16R26M2ofw=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/T/M/CvaKQ3QXKAXrJHn7IOag/espaco-conceito-da-xp.jpg,Valor,0.025555762,0.9338373,0.040606994
"Custo da transição energética é menor para o Brasil, diz diretora do BNDES",https://valor.globo.com/brasil/g20-no-brasil/noticia/2024/03/20/custo-da-transio-energtica-menor-para-o-brasil-diz-diretora-do-bndes.ghtml,        Luciana Costa destacou que o Brasil tem interesse...  ,2024-03-20 14:04:02+00:00,https://s2-valor.glbimg.com/q1e6Y7pNLbYOov9xPXhEV91VWac=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/z/D/vOWBLrTjAej2ErlhAGyw/g20brasil04.jpg,Valor,0.1149655,0.42096606,0.46406844
Abrasel e Stone lançam índice para monitorar desempenho de bares e restaurantes,https://valor.globo.com/empresas/noticia/2024/03/20/abrasel-e-stone-lancam-indice-para-monitorar-desempenho-de-bares-e-restaurantes.ghtml,        Dados referentes ao mês de fevereiro já estão disp...  ,2024-03-20 14:00:05+00:00,https://s2-valor.glbimg.com/ecdfQq9a7fpwrTDEKEM2DAAVfqw=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2021/F/d/9EpPP1SUa4rDbx3RrtBQ/92399402-ri-20rio-20de-20janeiro-20rj-2009-04-2021-20-20bares-20restaurantes-20e-20outras-20atividades-20suspensas-20com-20a-20pr.jpg,Valor,0.15692179,0.056800615,0.7862776
Bolsas de NY firmam alta após decisão do Federal Reserve,https://valor.globo.com/financas/noticia/2024/03/20/bolsas-de-ny-rondam-a-estabilidade-a-espera-de-decisao-do-fed.ghtml,"        Banco central americano mantém seu ""dot plot"" inal...  ",2024-03-20 13:56:57+00:00,https://s2-valor.glbimg.com/8uCM7KgLLZFJp1YM3K8QOabKaI8=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/R/W/6AuFBnTOAV32hpsErK3Q/396724813.jpg,Valor,0.84700716,0.087193675,0.06579913
Conheça os serviços diferenciados de sete hotéis de luxo no Rio ,https://valor.globo.com/empresas/noticia/2024/03/20/conheca-os-servicos-diferenciados-de-cinco-hoteis-de-luxo-no-rio.ghtml,"        Cada vez mais, o cliente de hotéis cinco estrelas...  ",2024-03-20 13:53:11+00:00,https://s2-valor.glbimg.com/EWQTUjiAihqW72MbGKRwzyvd6BQ=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/1/d/4DLz11S8CiJjmkdesGqw/chef-20executivo-20j-c3-aarome-20dardillac-2c-20do-20hotel-20fairmont-2c-20no-20caf-c3-a9-20da-20manh-c3-a3-20no-20cristo.jpg,Valor,0.8374958,0.03284378,0.12966038
Caso Marielle: delação de Ronnie Lessa teve três depoimentos e participação de força-tarefa ,https://valor.globo.com/politica/noticia/2024/03/20/caso-marielle-delacao-de-ronnie-lessa-teve-tres-depoimentos-e-participacao-de-forca-tarefa.ghtml,        Acusado de matar Marielle e Anderson recebeu os ag...  ,2024-03-20 13:50:55+00:00,https://s2-valor.glbimg.com/Krg2qColimn7ROaiBrIzEfe59RA=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2022/G/Y/XkkpzcRP6vgqLikAOFAw/ronnie-lessa.png,Valor,0.04090249,0.72620034,0.23289718
"Ritmo anual de expansão do crédito deve acelerar para 8,1% em fevereiro, diz Febraban",https://valor.globo.com/financas/noticia/2024/03/20/ritmo-anual-de-expanso-do-crdito-deve-acelerar-para-81-pontos-percentuais-em-fevereiro-diz-febraban.ghtml,        O avanço em 12 meses é beneficiado pela fraca base...  ,2024-03-20 13:50:24+00:00,https://s2-valor.glbimg.com/72qqc8ccyZ6ZUBXLMEqU5Y5mCOs=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/6/A/eE3OrDRMuGIeLBbixJqQ/real-moeda-020120a84t47195205.jpg,Valor,0.8586613,0.054122377,0.08721634
Fazenda deve revisar projeção de IPCA marginalmente para baixo e manter PIB,https://valor.globo.com/brasil/noticia/2024/03/20/fazenda-deve-revisar-projeo-de-ipca-marginalmente-para-baixo-e-manter-pib.ghtml,"        Atualmente, a pasta projeta para este ano 3,55% de...  ",2024-03-20 13:48:19+00:00,https://s2-valor.glbimg.com/4obVEkb5_dGD8P97QZKZ0gJj2cs=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/k/a/oLT7eWTIKzKACBBmoj9w/minsterio-da-fazenda.jpg,Valor,0.059078343,0.74774873,0.19317295
"Google é multado em 250 milhões de euros por usar conteúdo de jornais para treinar IA, sem pagar ",https://valor.globo.com/empresas/noticia/2024/03/20/google-multado-em-250-milhes-na-frana-por-usar-contedo-de-jornais-para-treinar-ia-sem-pagar-por-isso.ghtml,"        Agência diz o grupo americano usou ""conteúdos de e...  ",2024-03-20 13:47:47+00:00,https://s2-valor.glbimg.com/LjISJyrrp4Cd0k0NcdRa_a9COC8=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/0/x/0um77CSjyB2VTFJrJIfg/399324456.jpg,Valor,0.030912671,0.9354955,0.03359186
"G20 é principal fórum de negociação entre maiores potências mundiais, diz embaixador",https://valor.globo.com/brasil/g20-no-brasil/noticia/2024/03/20/g20-principal-frum-de-negociao-entre-maiores-potncias-mundiais-diz-embaixador.ghtml,"        “A importância do G20 é indiscutível”, afirmou Mau...  ",2024-03-20 13:47:09+00:00,https://s2-valor.glbimg.com/d2F8UcxDIrCTXZXBZZKfK_xEEig=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/T/u/91oghgSAGjxV2F4JdIDg/g2003.jpg,Valor,0.14259253,0.08901956,0.76838785
Lewandowski prorroga Força Nacional para busca dos foragidos de Mossoró ,https://valor.globo.com/brasil/noticia/2024/03/20/lewandowski-prorroga-fora-nacional-para-busca-dos-foragidos-de-mossor.ghtml,"        O ministro da Justiça e Segurança Pública, Ricardo...  ",2024-03-20 13:42:50+00:00,https://s2-valor.glbimg.com/h_T5SnDD1bGuSD-NTX_3Cki-cOE=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/M/v/begotuQWm9mg0G53DzxQ/foto15bra-201-fuga-a2.jpg,Valor,0.038378704,0.8578612,0.103760056
Entenda a importância do Sumário de Projeções Econômicas do Fed,https://valor.globo.com/financas/noticia/2024/03/20/entenda-a-importancia-do-sumario-de-projecoes-economicas-do-fed.ghtml,        A expectativa é sobre quantos cortes de juros este...  ,2024-03-20 13:42:39+00:00,https://s2-valor.glbimg.com/fTiX55W9RosnlqW4acrlnNgoy2c=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/y/z/TBqkanTUujJOTtWbFcIw/404259931.jpg,Valor,0.070361145,0.07165848,0.8579804
Primeiro-ministro da Irlanda apresenta pedido de renúncia,https://valor.globo.com/mundo/noticia/2024/03/20/primeiro-ministro-da-irlanda-apresenta-pedido-de-renncia.ghtml,"        Leo Varadkar, de 45 anos, foi o mais jovem primeir...  ",2024-03-20 13:39:43+00:00,https://s2-valor.glbimg.com/bvr742rFIA48sepPStApBZqzHso=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2019/F/D/u8F6tcSRSxsTeAigXXJw/509048-20971952.jpg,Valor,0.027014628,0.9224495,0.050535813
"Fazer negócios na China está se tornando mais difícil e incerto, alertam empresários europeus ",https://valor.globo.com/mundo/noticia/2024/03/20/fazer-negcios-na-china-est-se-tornando-mais-difcil-e-incerto-alertam-empresrios-europeus.ghtml,        Relatório da Câmara de Comércio da União Europeia...  ,2024-03-20 13:32:45+00:00,https://s2-valor.glbimg.com/Cx1DABULknwIzD1DL-w7p9Xwd-U=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2021/P/v/98IyjnRHyeBRECLfQcGQ/photo-1455459182396-ae46100617cb.jpg,Valor,0.025153322,0.92762226,0.047224436
Mobileye fecha acordo com Volkswagen para fornecer softwares de direção 'sem as mãos',https://valor.globo.com/empresas/noticia/2024/03/20/mobileye-fecha-acordo-com-volkswagen-para-fornecer-softwares-de-direcao-sem-as-maos.ghtml,"        O SuperVision permite a direção “sem as mãos”, enq...  ",2024-03-20 13:32:08+00:00,https://s2-valor.glbimg.com/_85iB33AoI4sAloIbECylh7unkg=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/j/Z/emauHvT92Wpl5zMPcDKA/ap9870581574836480.jpg,Valor,0.61430806,0.06183101,0.3238609
"Garantia de água gratuita para público em eventos é prorrogada por mais 120 dias, diz Senacon ",https://valor.globo.com/brasil/noticia/2024/03/20/garantia-de-agua-gratuita-para-publico-em-eventos-e-prorrogada-por-mais-120-dias-diz-senacon.ghtml,"        Portaria, prorrogada hoje, estabeleceu exigências...  ",2024-03-20 13:28:08+00:00,https://s2-valor.glbimg.com/hs5kuPSLFEtuhCOlJ4Jcd2TNRkY=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/q/g/eJ5nhDTYivrDMEo1G6Sw/concert-4768496-1280.jpg,Valor,0.0835785,0.33901235,0.57740915
Ibovespa opera de lado enquanto mercado aguarda Fed e Copom,https://valor.globo.com/financas/noticia/2024/03/20/ibovespa-ronda-estabilidade-na-expectativa-por-decisoes-do-fed-e-do-copom.ghtml,        Índice opera com liquidez e oscilaçoes reduzidas O...  ,2024-03-20 13:27:48+00:00,https://s2-valor.glbimg.com/8feDnGaejQvxUWXPOhmGTAiWG0A=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/6/x/EfTUJVRRyDGKBzBYBF2A/380909646.jpg,Valor,0.07485235,0.6551627,0.26998496
China vai diminuir exigência para vistos e quer atrair talentos estrangeiros e investidores,https://valor.globo.com/mundo/noticia/2024/03/20/china-vai-diminuir-exigencia-para-vistos-e-quer-atrair-talentos-estrangeiros-e-investidores.ghtml,        Medidas vão desde o fim das barreiras de entrada p...  ,2024-03-20 13:21:40+00:00,https://s2-valor.glbimg.com/qhxcs82pYAnSAQiSZxFqJfRnfz0=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/0/L/6Se2F6R1KUFcuXJZr8kw/ap23361406891912.jpg,Valor,0.047147665,0.85614395,0.09670838
Bancos globais podem ganhar US$ 7 trilhões em valor de mercado nos próximos 5 anos,https://valor.globo.com/financas/noticia/2024/03/20/bancos-globais-podem-ganhar-us-7-trilhoes-em-valor-de-mercado-nos-proximos-5-anos.ghtml,"        Estudo da BCG diz que, se nos próximos cinco anos...  ",2024-03-20 13:09:54+00:00,https://s2-valor.glbimg.com/Yx7at2SAaJXAHdZ048LDdK5Gm7Q=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2021/f/x/bG3cWoQjKlrvBxYyZ4Ag/money-g2fa68e408-1920.jpg,Valor,0.81737036,0.042535454,0.14009422
"PLC 29, que cria marco do seguro, vai aumentar segurança jurídica, diz IRB",https://valor.globo.com/financas/noticia/2024/03/20/plc-29-que-cria-marco-do-seguro-vai-aumentar-segurana-jurdica-diz-irb.ghtml,        Proposta foi novamente pautada para votação hoje n...  ,2024-03-20 13:06:30+00:00,https://s2-valor.glbimg.com/W5l9MxsaYQ9DXGZuZBNKDXgqRh0=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/N/F/IoWGv7THSG9FLCs9KarQ/nova-marca-irb-re-2-1-.jpg,Valor,0.3203821,0.06614548,0.6134725
"Empresas que publicaram relatório de sustentabilidade cresceram para 15,8% em 2022, diz IBGE",https://valor.globo.com/brasil/noticia/2024/03/20/empresas-que-publicaram-relatorio-de-sustentabilidade-cresceram-para-158percent-em-2022-diz-ibge.ghtml,"        Pesquisa mostra que, entre as companhias que divul...  ",2024-03-20 13:05:05+00:00,https://s2-valor.glbimg.com/U3FSqq8Jr75a6F8FoDWFVENEytI=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/f/3/MfcTL6SzKCQ92oZn49bA/money-g4c6f1a15d-1280.jpg,Valor,0.8831431,0.047375083,0.069481775
"Investimentos em atividades internas de empresas em P&D somam R$ 36,9 bilhões em 2022, diz IBGE",https://valor.globo.com/brasil/noticia/2024/03/20/investimentos-em-atividades-internas-de-empresas-em-pandd-somam-r-369-bilhoes-em-2022-diz-ibge.ghtml,        Do total das companhias pesquisadas pelo instituto...  ,2024-03-20 13:04:06+00:00,https://s2-valor.glbimg.com/ozPq0ieYHDA96eH6DrpjkN1_a-A=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2022/h/F/VWxjI9TZSCDqcUoHInYg/veja-uma-das-fabricas-mais-modernas-do-brasil.png,Valor,0.640343,0.058550354,0.3011066
"Taxa de inovação das empresas industriais cai para 68,1% em 2022, diz IBGE",https://valor.globo.com/brasil/noticia/2024/03/20/taxa-de-inovacao-das-empresas-industriais-cai-para-681percent-em-2022-diz-ibge.ghtml,"        Percentual era de 70,5% um ano antes; entre as gra...  ",2024-03-20 13:03:05+00:00,https://s2-valor.glbimg.com/0HfoPB836yMoQZJiP-MhNGJnmVM=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/t/V/4BA8AoQee2C3CfY4hMBA/gettyimages-1202320278-fazenda-aumenta-projecao-do-pib-de-2023-para-3-2-.jpg,Valor,0.11753252,0.7100348,0.17243266
Votação do Novo Ensino Médio está prevista para hoje na Câmara; entenda o acordo entre MEC e deputados ,https://valor.globo.com/politica/noticia/2024/03/20/votacao-novo-ensino-medio-camara-acordo-entre-mec-deputados.ghtml,        Principal ponto de divergência era a carga horária...  ,2024-03-20 13:03:00+00:00,https://s2-valor.glbimg.com/CEOXYEoeymLfy1jenHwPBswxHs8=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/F/w/tRBts1QWigB4Cq23oRkg/camra-plenario-mp.jpg,Valor,0.053437,0.07666482,0.8698982
"Aumenta fatia de empresas inovadoras que pretendem investir mais P&D em 2024, diz IBGE",https://valor.globo.com/brasil/noticia/2024/03/20/aumenta-fatia-de-empresas-inovadoras-que-pretendem-investir-mais-pandd-em-2024-diz-ibge.ghtml,"        Cerca de 50,8% das companhias inovadoras informara...  ",2024-03-20 13:02:07+00:00,https://s2-valor.glbimg.com/2lzzVXGj1q85P0UadZ2FHiUp-UY=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/f/P/Vw6jzKSgGHNJHBaZEVfg/ia-pesquisa-medica.jpg,Valor,0.58415085,0.057727534,0.3581217
"Instabilidade econômica foi principal entrave para inovar em 2022, diz IBGE",https://valor.globo.com/brasil/noticia/2024/03/20/instabilidade-economica-foi-principal-entrave-para-inovar-em-2022-diz-ibge.ghtml,"        Do total de companhias inovadoras, 45,6% citaram a...  ",2024-03-20 13:01:07+00:00,https://s2-valor.glbimg.com/n2qQmDK0cWg8-enURF03lL2BuEM=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/A/z/fvUxjBQI2U1bWiiqVJNQ/adi-goldstein-eusvweosble-unsplash.jpg,Valor,0.098517016,0.64596033,0.25552264
"Mais da metade das empresas que inovaram em 2022 não usaram apoio público, diz IBGE",https://valor.globo.com/brasil/noticia/2024/03/20/mais-da-metade-das-empresas-que-inovaram-em-2022-nao-usaram-apoio-publico-diz-ibge.ghtml,"        Do total de companhias inovadoras, 61% não utiliza...  ",2024-03-20 13:00:11+00:00,https://s2-valor.glbimg.com/sBLeCWYKlVLoTF9mKq9cYjiOLa8=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/W/d/KcdZtBTWCqIRZBHzvDBg/glab-novartis-valor-sobrecapa-verso-novembro-2023-digital3.jpg,Valor,0.046465255,0.7895947,0.16394001
"Estrangeiros sacam R$ 332,4 milhões da Bolsa em 18 de março",https://valor.globo.com/financas/noticia/2024/03/20/estrangeiros-sacam-r-3324-milhoes-da-bolsa-em-18-de-marco.ghtml,"        Investidor institucional, por sua vez, aportou R$...  ",2024-03-20 12:58:46+00:00,https://s2-valor.glbimg.com/kXBW3KkVbqeUl3oPrTl7QUF12rU=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2024/c/e/NJnMMrSBWZkAqWxm2LWw/380909586.jpg,Valor,0.2461133,0.224614,0.5292727
"Índice de pedidos de hipotecas nos EUA cai 1,6% na semana de 15 de março, aponta MBA ",https://valor.globo.com/financas/noticia/2024/03/20/indice-de-pedidos-de-hipotecas-nos-eua-cai-16percent-na-semana-de-15-de-marco-aponta-mba.ghtml,"        Índice de refinanciamento caiu 2,5%, no mesmo perí...  ",2024-03-20 12:57:17+00:00,https://s2-valor.glbimg.com/qhXPRelVOe59nVQOjKQBdqIx2X0=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2019/T/B/t8v8nYRGqyz969KnWjOw/281ago-1.jpg,Valor,0.030082066,0.93792766,0.031990297
Bitcoin recua mais de US$ 10 mil desde a máxima histórica pressionado por fluxo negativo de ETFs,https://valor.globo.com/financas/criptomoedas/noticia/2024/03/20/bitcoin-recua-mais-de-us-10-mil-desde-a-mxima-histrica-pressionado-por-fluxo-negativo-de-etfs.ghtml,"        No radar, os fundos negociados em bolsa (ETFs) de...  ",2024-03-20 12:46:18+00:00,https://s2-valor.glbimg.com/r7D4CF8hYwo4yL0T718NC10DvY0=/i.s3.glbimg.com/v1/AUTH_63b422c2caee4269b8b34177e8876b93/internal_photos/bs/2023/q/B/xdMCZkS36IFyeHeyCESQ/bitcoin-bear-market.jpg,Valor,0.032959193,0.9360012,0.031039646
